site,lat,lon,HR_NAME
10344501,39.38685177,-120.0954757,North Lahontan
10344505,39.38518517,-120.0876977,North Lahontan
10345490,39.3726856,-120.0313073,North Lahontan
10345700,39.3837969,-120.020752,North Lahontan
10346000,39.42796385,-120.0340873,North Lahontan
10346001,39.42796385,-120.0340873,North Lahontan
10347300,39.5651863,-120.0246453,North Lahontan
10354000,39.85546105,-120.0677023,North Lahontan
10354700,40.17073367,-120.3716042,North Lahontan
10355000,40.3260085,-120.541057,North Lahontan
10355500,40.2998975,-120.5399455,North Lahontan
10356500,40.4137361,-120.6642556,North Lahontan
10357000,40.37350636,-120.653839,North Lahontan
10358470,40.49656337,-120.5593937,North Lahontan
10358500,40.4890637,-120.5371707,North Lahontan
10359100,40.39156694,-120.3074382,North Lahontan
10359250,40.5737774,-121.1060766,North Lahontan
10359300,40.6648935,-120.7913464,North Lahontan
10359350,40.7360059,-120.7066225,North Lahontan
10360230,41.3123957,-120.1252193,North Lahontan
10360900,41.8823902,-120.1749508,North Lahontan
10361000,41.8748904,-120.1621726,North Lahontan
11434500,38.83101846,-120.0376835,North Lahontan
11336580,38.49851847,-121.4527317,Sacramento River
11336585,38.42324335,-121.353284,Sacramento River
11341368,41.28126365,-122.316122,Sacramento River
11341400,41.26654165,-122.311677,Sacramento River
11341500,41.13820766,-122.3144542,Sacramento River
11342000,40.93959397,-122.4172351,Sacramento River
11342500,40.88014987,-122.3791774,Sacramento River
11343000,41.51933689,-120.4732869,Sacramento River
11343500,41.49989256,-120.4893983,Sacramento River
11344000,41.4821147,-120.5388443,Sacramento River
11344500,41.23322889,-120.3410582,Sacramento River
11345500,41.2307286,-120.4371726,Sacramento River
11346000,41.2740606,-120.575511,Sacramento River
11346500,41.35989385,-120.5027312,Sacramento River
11347500,41.4315601,-120.4405075,Sacramento River
11348000,41.47211469,-120.5602339,Sacramento River
11348200,41.48322536,-120.6305142,Sacramento River
11348500,41.40600116,-120.9277458,Sacramento River
11349000,41.324055,-121.1277525,Sacramento River
11349500,41.1304484,-120.7594055,Sacramento River
11350500,41.19822445,-120.9433005,Sacramento River
11351000,41.1082246,-120.9288545,Sacramento River
11351500,41.18322107,-121.2094205,Sacramento River
11351700,40.9723871,-121.2538634,Sacramento River
11351945,41.0151662,-121.154694,Sacramento River
11351946,41.0151662,-121.154694,Sacramento River
11351948,41.0151662,-121.154694,Sacramento River
11351950,41.0151662,-121.154694,Sacramento River
11352000,41.0151662,-121.154694,Sacramento River
11352500,40.8982214,-121.174415,Sacramento River
11352900,40.82960908,-121.2494164,Sacramento River
11353500,41.15682838,-121.5702653,Sacramento River
11353600,41.13904988,-121.6411004,Sacramento River
11353700,41.10543969,-121.551097,Sacramento River
11354200,40.99099584,-121.4980378,Sacramento River
11354300,41.0140518,-121.464426,Sacramento River
11354500,41.0075,-121.4469444,Sacramento River
11354511,41.0011111,-121.4388889,Sacramento River
11355000,40.991552,-121.4385915,Sacramento River
11355010,40.9832178,-121.511927,Sacramento River
11355500,40.6891111,-121.4228056,Sacramento River
11356500,40.74710494,-121.4524778,Sacramento River
11357000,40.74571567,-121.4719229,Sacramento River
11358000,40.7609947,-121.4121987,Sacramento River
11358010,40.7576613,-121.414421,Sacramento River
11358020,40.75960579,-121.4138654,Sacramento River
11358500,40.89988298,-121.5455384,Sacramento River
11358700,40.918772,-121.5516499,Sacramento River
11358800,40.92905,-121.5447053,Sacramento River
11359100,40.95027778,-121.5452778,Sacramento River
11359120,40.9511111,-121.5452778,Sacramento River
11359200,40.9572222,-121.5477778,Sacramento River
11359300,40.96043925,-121.5485946,Sacramento River
11359500,40.9768282,-121.557206,Sacramento River
11360000,40.98182605,-121.7274892,Sacramento River
11360500,40.8762698,-121.6713765,Sacramento River
11361000,41.01738285,-121.6541539,Sacramento River
11361450,41.02154927,-121.6747102,Sacramento River
11362000,40.99821479,-121.7577678,Sacramento River
11362300,40.996826,-121.7477675,Sacramento River
11362500,40.97349199,-121.7794355,Sacramento River
11362600,40.98626916,-121.8499935,Sacramento River
11362700,40.98598998,-121.9774982,Sacramento River
11362800,41.02904688,-121.8911064,Sacramento River
11362880,41.04210268,-121.8772172,Sacramento River
11362890,41.04210268,-121.8772172,Sacramento River
11362900,41.04210268,-121.8772172,Sacramento River
11362940,41.0401582,-121.8755504,Sacramento River
11362945,41.0401582,-121.8755504,Sacramento River
11362950,41.0401582,-121.8755504,Sacramento River
11363000,41.01932436,-121.911107,Sacramento River
11363500,41.05821346,-121.9261078,Sacramento River
11363910,40.98654554,-121.9774982,Sacramento River
11363930,41.03932379,-121.9852764,Sacramento River
11364000,40.91932259,-121.9941653,Sacramento River
11364150,40.9207115,-121.9927764,Sacramento River
11364155,40.88321157,-121.9486082,Sacramento River
11364200,40.8893227,-121.9508305,Sacramento River
11364250,40.87404505,-121.9205517,Sacramento River
11364300,40.87737886,-121.8663833,Sacramento River
11364800,40.8462664,-121.995554,Sacramento River
11365000,40.84376636,-122.0024986,Sacramento River
11365500,40.85682005,-122.1200018,Sacramento River
11366000,40.77070664,-122.2233372,Sacramento River
11366500,40.76320639,-122.2361152,Sacramento River
11367000,41.26376896,-122.065002,Sacramento River
11367200,41.2276582,-122.0469455,Sacramento River
11367300,41.19460208,-122.0580569,Sacramento River
11367500,41.18821296,-122.065557,Sacramento River
11367700,41.1359899,-122.0788907,Sacramento River
11367720,41.13487886,-122.0750017,Sacramento River
11367760,41.12515666,-122.0686126,Sacramento River
11367800,41.1107115,-122.0961134,Sacramento River
11368000,40.9582079,-122.2197275,Sacramento River
11368500,40.88820745,-122.2211159,Sacramento River
11369000,40.78042805,-122.3011177,Sacramento River
11369500,40.7432049,-122.4077884,Sacramento River
11370500,40.6009835,-122.4444553,Sacramento River
11370700,40.56876198,-122.381397,Sacramento River
11371000,40.6948699,-122.6366845,Sacramento River
11371500,40.6290379,-122.5622372,Sacramento River
11371600,40.62792758,-122.467512,Sacramento River
11372000,40.51320587,-122.5241795,Sacramento River
11372050,40.64292818,-122.3691749,Sacramento River
11372060,40.6379282,-122.3683415,Sacramento River
11372080,40.59293278,-121.9824958,Sacramento River
11372200,40.54876495,-122.0924984,Sacramento River
11372325,40.6868225,-121.8086035,Sacramento River
11372330,40.6387664,-121.9252726,Sacramento River
11372350,40.66932208,-121.8919388,Sacramento River
11372700,40.69293258,-121.976108,Sacramento River
11373200,40.690154,-122.0441653,Sacramento River
11373300,40.7457091,-122.0622219,Sacramento River
11374000,40.50487467,-122.2330577,Sacramento River
11374060,40.4998775,-121.9733277,Sacramento River
11374100,40.53043149,-122.1094431,Sacramento River
11374300,40.41055556,-122.8769444,Sacramento River
11374305,40.40944444,-122.8827778,Sacramento River
11374400,40.3673735,-122.5730675,Sacramento River
11375500,40.4720945,-122.623348,Sacramento River
11375700,40.4420952,-122.5502903,Sacramento River
11375810,40.38487397,-122.4763985,Sacramento River
11375815,40.37181955,-122.3391709,Sacramento River
11375820,40.31626368,-122.4488965,Sacramento River
11375870,40.3259858,-122.4455632,Sacramento River
11375871,40.38709797,-122.2386119,Sacramento River
11375900,40.36237519,-122.3394486,Sacramento River
11376000,40.38709797,-122.2386119,Sacramento River
11376015,40.6026578,-121.6558194,Sacramento River
11376025,40.53737967,-121.732488,Sacramento River
11376038,40.53543657,-121.5777609,Sacramento River
11376040,40.51265708,-121.7899893,Sacramento River
11376043,40.4593233,-121.866935,Sacramento River
11376046,40.4521012,-121.861657,Sacramento River
11376050,40.49987919,-121.8091564,Sacramento River
11376110,40.45821245,-121.842212,Sacramento River
11376120,40.4662681,-121.8244339,Sacramento River
11376140,40.4543234,-121.8608237,Sacramento River
11376150,40.42376755,-121.9202693,Sacramento River
11376160,40.42043388,-121.9611038,Sacramento River
11376410,40.39571255,-121.878323,Sacramento River
11376420,40.3687689,-121.7977645,Sacramento River
11376430,40.40098958,-121.964437,Sacramento River
11376440,40.39515696,-121.883601,Sacramento River
11376450,40.4187658,-122.1013859,Sacramento River
11376458,40.4048768,-122.1222196,Sacramento River
11376460,40.4026562,-121.968326,Sacramento River
11376490,40.40459907,-122.1202751,Sacramento River
11376500,40.39709897,-122.135831,Sacramento River
11376550,40.39820996,-122.1463869,Sacramento River
11377100,40.28848836,-122.1866645,Sacramento River
11377200,40.26404377,-122.2230542,Sacramento River
11377500,40.26376637,-122.1872197,Sacramento River
11378000,40.2318222,-122.1816633,Sacramento River
11378800,40.0901543,-122.4136117,Sacramento River
11378860,40.1393221,-122.2394403,Sacramento River
11379000,40.2037674,-122.1183272,Sacramento River
11379500,40.02376507,-122.5119462,Sacramento River
11380000,40.03182227,-122.2927724,Sacramento River
11380500,40.05126768,-122.1658247,Sacramento River
11381000,40.35904799,-121.5038669,Sacramento River
11381500,40.0546022,-122.0241541,Sacramento River
11381595,40.04543498,-122.095267,Sacramento River
11381990,39.87071059,-122.557221,Sacramento River
11382000,39.88765496,-122.5291655,Sacramento River
11382090,39.97543425,-122.2255466,Sacramento River
11382500,40.26654858,-121.4344175,Sacramento River
11382550,40.23377046,-121.4649738,Sacramento River
11383000,40.11932619,-121.6649789,Sacramento River
11383500,40.01404745,-121.9483181,Sacramento River
11383515,40.00944444,-121.9572222,Sacramento River
11383600,39.96988047,-122.0144297,Sacramento River
11384000,39.7762726,-121.753866,Sacramento River
11384350,39.78377158,-121.8860903,Sacramento River
11384500,39.36932849,-122.6047119,Sacramento River
11384600,39.29655299,-122.5405422,Sacramento River
11385000,39.3609957,-122.5135985,Sacramento River
11385500,39.5012695,-122.5111015,Sacramento River
11386500,39.67710115,-122.531939,Sacramento River
11387000,39.67154569,-122.5180498,Sacramento River
11387200,39.7321012,-122.4149926,Sacramento River
11387500,39.77904565,-122.3594361,Sacramento River
11387800,39.7846004,-122.4772179,Sacramento River
11387990,39.80987896,-122.330269,Sacramento River
11388000,39.81849004,-122.3249913,Sacramento River
11388500,39.72349297,-122.047481,Sacramento River
11389000,39.45766285,-121.9941417,Sacramento River
11389350,39.3382204,-122.0227526,Sacramento River
11389390,39.34322027,-122.031086,Sacramento River
11389470,39.23655589,-121.9949734,Sacramento River
11389500,39.2140566,-122.0002508,Sacramento River
11389700,40.06821525,-121.5746975,Sacramento River
11389720,39.98127129,-121.5885858,Sacramento River
11389740,39.90127187,-121.6244194,Sacramento River
11389747,39.87127207,-121.633586,Sacramento River
11389750,39.8693276,-121.6319193,Sacramento River
11389775,39.78877259,-121.6574746,Sacramento River
11389780,39.86682765,-121.6338637,Sacramento River
11389800,39.8857164,-121.6108077,Sacramento River
11389950,39.8104391,-121.5844172,Sacramento River
11390000,39.72599524,-121.7088643,Sacramento River
11390010,39.676551,-121.7794211,Sacramento River
11390200,39.58905207,-121.6885854,Sacramento River
11390210,39.5815521,-121.699419,Sacramento River
11390395,39.167947,-121.8994158,Sacramento River
11390425,39.146003,-121.8430262,Sacramento River
11390480,39.02656104,-121.8221904,Sacramento River
11390500,39.00989476,-121.82469,Sacramento River
11390655,39.5409919,-122.3897102,Sacramento River
11390660,39.62543684,-122.1969283,Sacramento River
11390672,39.2882206,-122.3010909,Sacramento River
11391000,38.80295697,-121.7163526,Sacramento River
11391002,38.80295697,-121.7163526,Sacramento River
11391020,38.75990254,-121.6677393,Sacramento River
11391021,38.759347,-121.6674615,Sacramento River
11391050,38.96628416,-121.6721868,Sacramento River
11391400,39.89323697,-120.1890947,Sacramento River
11391460,39.60101376,-120.4240986,Sacramento River
11391500,39.88378936,-120.4766045,Sacramento River
11392100,39.81906795,-120.4446582,Sacramento River
11392500,39.753788,-120.596051,Sacramento River
11393000,39.85683989,-120.7191126,Sacramento River
11393500,39.866561,-120.7718924,Sacramento River
11394000,39.85267105,-120.8732843,Sacramento River
11394500,39.7082199,-121.2705175,Sacramento River
11394620,39.66655608,-121.1346804,Sacramento River
11394800,39.7518372,-120.9582864,Sacramento River
11395030,39.72378055,-121.0221775,Sacramento River
11395150,39.6485009,-121.1177355,Sacramento River
11395200,39.6473898,-121.1188467,Sacramento River
11395300,39.617946,-121.0896792,Sacramento River
11395500,39.5540554,-121.1930153,Sacramento River
11396000,39.5735007,-121.141625,Sacramento River
11396090,39.5548885,-121.2041267,Sacramento River
11396200,39.5512773,-121.2094046,Sacramento River
11396290,39.5498875,-121.2777399,Sacramento River
11396300,39.5521097,-121.2813511,Sacramento River
11396310,39.5498873,-121.3066297,Sacramento River
11396329,39.5321085,-121.4913572,Sacramento River
11396330,39.50405346,-121.4555227,Sacramento River
11396350,39.54766514,-121.3041296,Sacramento River
11396395,39.56210965,-121.2805178,Sacramento River
11396396,39.56210965,-121.2805178,Sacramento River
11396397,39.56210965,-121.2805178,Sacramento River
11396400,39.55322067,-121.302185,Sacramento River
11396500,39.5346094,-121.3455197,Sacramento River
11397000,39.53738716,-121.3469086,Sacramento River
11397500,39.5540531,-121.438578,Sacramento River
11399500,40.16822096,-121.093016,Sacramento River
11400000,40.1896078,-121.1907965,Sacramento River
11400200,40.188219,-121.1860742,Sacramento River
11400500,40.18710789,-121.1880187,Sacramento River
11400600,40.17571905,-121.1910743,Sacramento River
11401000,40.11655368,-121.151073,Sacramento River
11401100,40.0965542,-121.132739,Sacramento River
11401109,40.0846096,-121.1457949,Sacramento River
11401110,40.0851651,-121.148295,Sacramento River
11401112,40.07127605,-121.1646843,Sacramento River
11401125,40.1782296,-120.6107797,Sacramento River
11401150,40.0482286,-120.661336,Sacramento River
11401165,40.00183868,-120.703004,Sacramento River
11401180,40.01378187,-120.7541173,Sacramento River
11401200,40.04794795,-120.8180078,Sacramento River
11401300,40.16655915,-120.794119,Sacramento River
11401500,40.07794668,-120.9280107,Sacramento River
11401900,39.94572459,-121.0066225,Sacramento River
11401920,39.9458333,-120.9425,Sacramento River
11401940,39.93405898,-120.9060642,Sacramento River
11402000,40.002947,-120.9543994,Sacramento River
11402500,40.01378019,-120.9649553,Sacramento River
11403000,40.01044218,-121.2185749,Sacramento River
11403050,40.007386,-121.2494094,Sacramento River
11403200,39.98016347,-121.2769099,Sacramento River
11403450,39.9023867,-121.2277406,Sacramento River
11403510,39.89988678,-121.2260738,Sacramento River
11403530,39.9043311,-121.2307963,Sacramento River
11403700,39.9107185,-121.3280215,Sacramento River
11403800,39.9054405,-121.3452442,Sacramento River
11404000,39.8748868,-121.2274624,Sacramento River
11404100,39.8840534,-121.229407,Sacramento River
11404240,39.88905255,-121.2799642,Sacramento River
11404300,39.89127458,-121.2941314,Sacramento River
11404330,39.85238459,-121.3924673,Sacramento River
11404360,39.8259956,-121.4096897,Sacramento River
11404380,39.82932878,-121.4241347,Sacramento River
11404400,39.8087732,-121.4355237,Sacramento River
11404500,39.79432869,-121.4516352,Sacramento River
11404900,39.72294017,-121.469413,Sacramento River
11404901,39.72294017,-121.469413,Sacramento River
11405000,39.71432915,-121.4691352,Sacramento River
11405085,40.0732158,-121.4533047,Sacramento River
11405120,40.02988234,-121.4777494,Sacramento River
11405200,39.9340493,-121.5296945,Sacramento River
11405300,39.7865504,-121.5627497,Sacramento River
11405500,39.76321726,-121.5294152,Sacramento River
11406000,39.7623839,-121.5274707,Sacramento River
11406500,39.6984956,-121.5616379,Sacramento River
11406799,39.53488638,-121.4749679,Sacramento River
11406810,39.5329419,-121.4830236,Sacramento River
11406818,39.5354419,-121.4752457,Sacramento River
11406819,39.5354419,-121.4752457,Sacramento River
11406820,39.5354419,-121.4752457,Sacramento River
11406848,39.5146084,-121.6296945,Sacramento River
11406849,39.5146084,-121.6296945,Sacramento River
11406850,39.5146084,-121.6296945,Sacramento River
11406880,39.50516396,-121.686085,Sacramento River
11406890,39.50516396,-121.686085,Sacramento River
11406900,39.48933084,-121.6877516,Sacramento River
11406910,39.4504426,-121.6583058,Sacramento River
11406920,39.4562759,-121.637194,Sacramento River
11406930,39.51794185,-121.5541368,Sacramento River
11406999,39.52155294,-121.5477477,Sacramento River
11407000,39.52155294,-121.5477477,Sacramento River
11407150,39.3665551,-121.6471932,Sacramento River
11407300,39.34211157,-121.4913554,Sacramento River
11407500,39.36766755,-121.3721856,Sacramento River
11407501,39.15878069,-121.611911,Sacramento River
11407700,39.138781,-121.6057994,Sacramento River
11407810,39.50990117,-120.5552124,Sacramento River
11407815,39.50990117,-120.5552124,Sacramento River
11407900,39.51601214,-120.5621572,Sacramento River
11408000,39.46017837,-120.6113246,Sacramento River
11408500,39.52267846,-120.5824359,Sacramento River
11408501,39.52267846,-120.5824359,Sacramento River
11408550,39.5218451,-120.583547,Sacramento River
11408599,39.52267846,-120.5824359,Sacramento River
11408700,39.4385083,-120.8121657,Sacramento River
11408850,39.41683845,-120.9527274,Sacramento River
11408870,39.412393,-120.9963405,Sacramento River
11408880,39.4115596,-120.9980072,Sacramento River
11409000,39.39294765,-121.0816208,Sacramento River
11409001,39.39294765,-121.0816208,Sacramento River
11409300,39.4460031,-121.046343,Sacramento River
11409350,39.44016966,-121.059399,Sacramento River
11409400,39.4393363,-121.0591211,Sacramento River
11409500,39.4026698,-121.0774542,Sacramento River
11410000,39.3940587,-121.0849543,Sacramento River
11410001,39.387392,-121.0941212,Sacramento River
11410400,39.562401,-120.5482686,Sacramento River
11410500,39.5623992,-120.6593837,Sacramento River
11411000,39.5623961,-120.8246682,Sacramento River
11411500,39.54100596,-120.8860599,Sacramento River
11412000,39.53739488,-120.885782,Sacramento River
11412500,39.54156148,-120.8877267,Sacramento River
11413000,39.5248937,-120.9380068,Sacramento River
11413100,39.52461288,-121.0916235,Sacramento River
11413250,39.6157245,-121.0519003,Sacramento River
11413300,39.61433564,-121.0521781,Sacramento River
11413320,39.54989055,-121.0944014,Sacramento River
11413323,39.5454461,-121.0952348,Sacramento River
11413326,39.53016836,-121.0952348,Sacramento River
11413327,39.53016836,-121.0952348,Sacramento River
11413399,39.61433564,-121.0521781,Sacramento River
11413500,39.4040579,-121.1427343,Sacramento River
11413510,39.3307252,-121.1907905,Sacramento River
11413517,39.39044696,-121.1444008,Sacramento River
11413520,39.39044696,-121.1444008,Sacramento River
11413600,39.3382257,-121.1171766,Sacramento River
11413700,39.3304474,-121.1938461,Sacramento River
11413900,39.32573789,-120.3685359,Sacramento River
11413950,39.31545907,-120.4577049,Sacramento River
11414000,39.3212909,-120.5643753,Sacramento River
11414100,39.37990268,-120.4993742,Sacramento River
11414154,39.3243453,-120.6446562,Sacramento River
11414155,39.32462307,-120.6452118,Sacramento River
11414170,39.31740077,-120.6532675,Sacramento River
11414190,39.26489996,-120.7299358,Sacramento River
11414194,39.25684377,-120.7674372,Sacramento River
11414195,39.25712155,-120.7674372,Sacramento River
11414196,39.25684377,-120.7674372,Sacramento River
11414200,39.31351176,-120.66299,Sacramento River
11414205,39.29795286,-120.844386,Sacramento River
11414210,39.32434528,-120.646045,Sacramento River
11414250,39.3185118,-120.657712,Sacramento River
11414265,39.35878967,-120.6368789,Sacramento River
11414280,39.35628936,-120.6585463,Sacramento River
11414350,39.4001783,-120.6382687,Sacramento River
11414360,39.3990671,-120.642991,Sacramento River
11414410,39.42101294,-120.5421545,Sacramento River
11414450,39.4293458,-120.5693779,Sacramento River
11414470,39.44545636,-120.602435,Sacramento River
11414500,39.4526785,-120.605213,Sacramento River
11414700,39.4646235,-120.5638229,Sacramento River
11415000,39.45684515,-120.6052132,Sacramento River
11416000,39.44045555,-120.6593815,Sacramento River
11416100,39.342123,-120.6416009,Sacramento River
11416200,39.3374009,-120.6354895,Sacramento River
11416500,39.43962219,-120.661326,Sacramento River
11416585,39.4301784,-120.6188242,Sacramento River
11416610,39.4282339,-120.622991,Sacramento River
11416620,39.4212895,-120.6235464,Sacramento River
11416670,39.4160116,-120.632991,Sacramento River
11416700,39.41194444,-120.6483333,Sacramento River
11417000,39.36045417,-120.7716064,Sacramento River
11417100,39.35989778,-120.8077192,Sacramento River
11417500,39.2921153,-121.1046751,Sacramento River
11417950,39.2396152,-121.2696812,Sacramento River
11417970,39.2362819,-121.2719034,Sacramento River
11417980,39.234893,-121.27357,Sacramento River
11418000,39.23517079,-121.2741256,Sacramento River
11418500,39.22433764,-121.2685697,Sacramento River
11419000,39.2235041,-121.2935704,Sacramento River
11420000,39.47766618,-121.255239,Sacramento River
11420500,39.3221133,-121.3135723,Sacramento River
11420700,39.25628098,-121.3438503,Sacramento River
11420750,39.2171141,-121.4313519,Sacramento River
11420760,39.16683684,-121.4496846,Sacramento River
11420770,39.2090584,-121.4580192,Sacramento River
11420780,39.2096138,-121.4785754,Sacramento River
11420785,39.209336,-121.4794087,Sacramento River
11420790,39.20989157,-121.4791309,Sacramento River
11421000,39.1757251,-121.5249647,Sacramento River
11421500,39.14203056,-121.57635,Sacramento River
11421700,39.07878187,-121.603298,Sacramento River
11421710,39.30628935,-120.6791015,Sacramento River
11421720,39.2968446,-120.7032689,Sacramento River
11421725,39.21573197,-120.8035488,Sacramento River
11421750,39.21712017,-120.8354948,Sacramento River
11421760,39.2543436,-120.775493,Sacramento River
11421770,39.2543436,-120.7749374,Sacramento River
11421780,39.2151756,-120.8407728,Sacramento River
11421790,39.21350886,-120.8452174,Sacramento River
11421900,39.1343406,-120.9535543,Sacramento River
11422000,39.13267396,-120.9543876,Sacramento River
11422500,39.131285,-120.95911,Sacramento River
11423000,39.01656307,-121.1068921,Sacramento River
11423500,39.04433975,-121.2941216,Sacramento River
11423800,39.0415617,-121.3321782,Sacramento River
11424000,39.0001727,-121.4066238,Sacramento River
11424500,39.02628325,-121.4371809,Sacramento River
11424600,39.19350409,-121.3407932,Sacramento River
11425000,38.8904532,-121.6044058,Sacramento River
11425310,38.95684206,-121.0418892,Sacramento River
11425415,38.88962106,-121.0985574,Sacramento River
11425416,38.83489995,-121.0930013,Sacramento River
11425417,38.84239977,-121.107724,Sacramento River
11425500,38.77434584,-121.5982928,Sacramento River
11426000,38.60684926,-121.5552347,Sacramento River
11426110,39.2843493,-120.3565902,Sacramento River
11426120,39.28434944,-120.3465899,Sacramento River
11426130,39.2760159,-120.366868,Sacramento River
11426140,39.27490479,-120.3671458,Sacramento River
11426150,39.26712708,-120.3649233,Sacramento River
11426160,39.26601607,-120.356312,Sacramento River
11426190,39.2987899,-120.6429889,Sacramento River
11426195,39.25739995,-120.7335469,Sacramento River
11426196,39.24184417,-120.7518805,Sacramento River
11426200,39.1435107,-120.7593781,Sacramento River
11426400,39.13017676,-120.7966019,Sacramento River
11426500,39.0401755,-120.9027165,Sacramento River
11427000,38.93600919,-121.023833,Sacramento River
11427200,39.0782386,-120.4085318,Sacramento River
11427500,39.1096266,-120.4813127,Sacramento River
11427700,39.1357376,-120.4785353,Sacramento River
11427750,39.13295978,-120.4838132,Sacramento River
11427760,39.0251806,-120.5954812,Sacramento River
11427765,39.00017814,-120.7240952,Sacramento River
11427770,39.02629158,-120.603537,Sacramento River
11427800,38.97962958,-120.2182452,Sacramento River
11427940,38.98768507,-120.2257454,Sacramento River
11427960,38.98879619,-120.2232453,Sacramento River
11428000,39.0193515,-120.2471356,Sacramento River
11428001,39.0193515,-120.2471356,Sacramento River
11428300,39.00462926,-120.2568578,Sacramento River
11428400,39.00490704,-120.2563022,Sacramento River
11428600,39.02490284,-120.5963146,Sacramento River
11428800,39.05657207,-120.4079758,Sacramento River
11428995,38.94805556,-120.3888889,Sacramento River
11429000,38.94823908,-120.4001967,Sacramento River
11429300,38.89712824,-120.3782515,Sacramento River
11429340,38.98240649,-120.3251937,Sacramento River
11429500,39.00546206,-120.3154712,Sacramento River
114296005,38.9660169,-120.3938075,Sacramento River
11429800,38.9032394,-120.3726957,Sacramento River
11430000,38.95462796,-120.4015856,Sacramento River
11430500,38.9679606,-120.4663103,Sacramento River
11431000,38.95823817,-120.4857555,Sacramento River
11431500,38.93823816,-120.4793665,Sacramento River
11431800,38.8946257,-120.5682585,Sacramento River
11432000,38.9032363,-120.6043707,Sacramento River
11432500,38.90379188,-120.6040929,Sacramento River
11433040,38.92351348,-120.6418716,Sacramento River
11433060,39.0510159,-120.471589,Sacramento River
11433065,39.0510159,-120.471589,Sacramento River
11433080,39.04907139,-120.4832561,Sacramento River
11433085,39.04907139,-120.4832561,Sacramento River
11433100,39.02101555,-120.5157567,Sacramento River
11433200,38.99240049,-120.7215952,Sacramento River
11433212,39.0037888,-120.7465959,Sacramento River
11433260,39.0240671,-120.7185401,Sacramento River
11433300,39.0060108,-120.7607633,Sacramento River
11433400,38.93406607,-120.8735478,Sacramento River
11433420,38.9260099,-120.9485517,Sacramento River
11433500,38.917954,-121.0152215,Sacramento River
11433799,38.8721215,-121.056056,Sacramento River
11433800,38.8721215,-121.056056,Sacramento River
11433930,38.83656658,-121.0943902,Sacramento River
11434000,38.81378926,-121.0941123,Sacramento River
11435000,38.84851879,-120.1287978,Sacramento River
11435100,38.81574095,-120.1171308,Sacramento River
11435500,38.77379648,-120.2965819,Sacramento River
11436000,38.67157545,-120.1229654,Sacramento River
11436500,38.67213096,-120.1179652,Sacramento River
11436510,38.67888889,-120.1163889,Sacramento River
11436999,38.7085188,-120.0515736,Sacramento River
11437000,38.70796326,-120.051018,Sacramento River
11437500,38.7043523,-120.0651852,Sacramento River
11438000,38.76046348,-120.2815813,Sacramento River
11439000,38.7643516,-120.320194,Sacramento River
11439300,38.7935142,-120.6193721,Sacramento River
11439500,38.76351814,-120.3285276,Sacramento River
11439501,38.76351814,-120.3285276,Sacramento River
11439510,38.764,-120.34,Sacramento River
11439950,38.7640728,-120.375474,Sacramento River
11439999,38.7558333,-120.3733333,Sacramento River
11440000,38.75518399,-120.3724184,Sacramento River
11440480,38.765,-120.428,Sacramento River
11440500,38.7540718,-120.4274207,Sacramento River
11440530,38.763,-120.471,Sacramento River
11440550,38.76,-120.4883333,Sacramento River
11440850,38.8674061,-120.3726958,Sacramento River
11440900,38.8507393,-120.3818629,Sacramento River
11441000,38.8651831,-120.4274203,Sacramento River
11441002,38.8646273,-120.4438098,Sacramento River
11441500,38.81879517,-120.3651957,Sacramento River
11441750,38.8510161,-120.4468656,Sacramento River
11441780,38.83407049,-120.531591,Sacramento River
11441800,38.85212708,-120.4571437,Sacramento River
11441895,38.79545866,-120.6218722,Sacramento River
11441900,38.8237926,-120.5393692,Sacramento River
11442000,38.79157,-120.5885377,Sacramento River
11442500,38.79351424,-120.618261,Sacramento River
11442700,38.8112919,-120.623261,Sacramento River
11443000,38.7712916,-120.7052088,Sacramento River
11443460,38.76518019,-120.7868786,Sacramento River
11443500,38.7729583,-120.7015975,Sacramento River
11443501,38.7729583,-120.7015975,Sacramento River
11444200,38.79434654,-120.7754889,Sacramento River
11444201,38.79434654,-120.7754889,Sacramento River
11444260,38.79406877,-120.7754889,Sacramento River
11444280,38.78323555,-120.7785447,Sacramento River
11444500,38.7710133,-120.8163242,Sacramento River
11445000,38.80156804,-120.8910493,Sacramento River
11445500,38.81851188,-120.946885,Sacramento River
11446000,38.7610127,-120.9899423,Sacramento River
11446500,38.6354601,-121.2277262,Sacramento River
11447000,38.5679613,-121.4232867,Sacramento River
11447030,38.60240499,-121.3955082,Sacramento River
11447270,38.8007339,-121.1291132,Sacramento River
11447293,38.73323514,-121.301895,Sacramento River
11447300,38.72879075,-121.3532853,Sacramento River
11447330,38.6565703,-121.3824525,Sacramento River
11447360,38.64184848,-121.3827302,Sacramento River
11447500,38.5865717,-121.505511,Sacramento River
11447650,38.45601954,-121.5013437,Sacramento River
11448500,38.9268444,-122.8808283,Sacramento River
11448900,38.91962268,-122.9208298,Sacramento River
11449000,38.9360107,-122.9080515,Sacramento River
11449010,38.94823234,-122.90194,Sacramento River
11449100,39.0954488,-122.9616644,Sacramento River
11449206,39.18255278,-122.9118417,Sacramento River
11449350,38.9757301,-122.6127608,Sacramento River
11449450,38.8890662,-122.5974832,Sacramento River
11449460,38.9093435,-122.6144282,Sacramento River
11449500,38.92739984,-122.8436046,Sacramento River
